KO	base_KO	name	symbol	n_isolates	perc_isolates	module	pathways	Actinomyces__(15)	Cutibacterium__(14)	Fusobacterium+Leptotrichia__(13)	Gemella__(5)	Granulicatella__(12)	Haemophilus__(11)	Micrococcus__(7)	Neisseria__(8)	Pauljensenia__(9)	Prevotella__(6)	Rothia__(4)	Staphy.+Nialla__(10)	Strep.I__(1)	Strep.II__(2)	Strep.III__(16)	Veillonella__(3)
K07684	K07684	two-component system, NarL family, nitrate/nitrite response regulator NarL	narL	27	21.429		map02020 Two-component system	1.29	-0.149	-0.3	-0.761	-0.3	1.687	1.862	1.862	1.779	-0.708	-0.761	-0.582	-1.178	-1.125	-0.761	-0.81
K09781	K07684	uncharacterized protein	K09781	27	21.429		 	1.29	-0.149	-0.3	-0.761	-0.3	1.687	1.862	1.862	1.779	-0.708	-0.761	-0.582	-1.178	-1.125	-0.761	-0.81
K07693	K07693	two-component system, NarL family, response regulator DesR	desR	85	67.46		map02020 Two-component system	0.395	0.395	-1.192	1.013	-1.192	-1.411	-0.471	-1.57	0.832	-1.637	1.013	0.398	1.442	1.386	1.013	-1.756
K07699	K07699	two-component system, response regulator, stage 0 sporulation protein A	spo0A	6	4.762		map02020 Two-component system,map02024 Quorum sensing	0.562	0.562	0.412	-0.044	0.412	0.208	0.066	0.066	0.132	2.79	-0.044	0.132	-0.449	-0.398	-0.044	-0.092
K08087	K07699	fimbrial protein FimW	fimW	6	4.762		 	0.562	0.562	0.412	-0.044	0.412	0.208	0.066	0.066	0.132	2.79	-0.044	0.132	-0.449	-0.398	-0.044	-0.092
K13059	K07699	N-acetylhexosamine 1-kinase [EC:2.7.1.162]	nahK, lnpB	6	4.762		 	0.562	0.562	0.412	-0.044	0.412	0.208	0.066	0.066	0.132	2.79	-0.044	0.132	-0.449	-0.398	-0.044	-0.092
K18785	K07699	beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]	mp2	6	4.762		 	0.562	0.562	0.412	-0.044	0.412	0.208	0.066	0.066	0.132	2.79	-0.044	0.132	-0.449	-0.398	-0.044	-0.092
K07705	K07705	two-component system, LytTR family, response regulator LytT	lytT, lytR	8	6.349		map02020 Two-component system	0.438	0.438	1.591	-0.169	0.288	0.084	0.426	0.426	0.008	-0.117	-0.169	1.763	-0.574	-0.523	-0.169	-0.216
K07706	K07706	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]	agrC, blpH, fsrC	49	38.889		map02020 Two-component system,map02024 Quorum sensing	-0.516	-0.516	-0.668	-1.138	-0.668	-0.876	-1.023	-1.023	-0.954	-1.083	-1.138	1.365	0.987	1.299	1.561	-1.188
K07712	K07712	two-component system, NtrC family, nitrogen regulation response regulator GlnG	glnG, ntrC	15	11.905		map02020 Two-component system	0.15	0.15	1.228	-0.458	0	2.067	-0.347	2.294	-0.281	0.026	-0.458	-0.281	-0.867	-0.815	-0.458	-0.506
K07713	K07713	two-component system, NtrC family, response regulator HydG	zraR, hydG	1	0.794		map02020 Two-component system	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	0.787	1.676	0.611	0.787	0.21	0.26	0.611	0.564
K15474	K07713	enhanced entry protein EnhC	enhC	1	0.794		map05134 Legionellosis	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	0.787	1.676	0.611	0.787	0.21	0.26	0.611	0.564
K16557	K07713	succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]	exoA	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	0.787	1.676	0.611	0.787	0.21	0.26	0.611	0.564
K16558	K07713	succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]	exoL	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	0.787	1.676	0.611	0.787	0.21	0.26	0.611	0.564
K20955	K07713	diguanylate cyclase [EC:2.7.7.65]	cdgK	1	0.794		map05111 Biofilm formation - Vibrio cholerae	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	0.787	1.676	0.611	0.787	0.21	0.26	0.611	0.564
K07717	K07717	two-component system, sensor histidine kinase GlnK [EC:2.7.13.3]	glnK	2	1.587		map02020 Two-component system	0.991	0.991	0.842	0.386	0.842	0.638	0.496	1.294	0.562	1.223	0.386	0.562	-0.016	0.034	0.386	0.339
K07718	K07718	two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	yesM	48	38.095		map02020 Two-component system	-0.501	-0.501	1.082	-1.123	1.082	-0.861	-1.008	-1.008	-0.939	-1.068	-1.123	-0.095	2.089	2.016	-1.123	-1.172
K07720	K07720	two-component system, response regulator YesN	yesN	61	48.413		map02020 Two-component system	0.028	-0.685	0.894	-1.316	0.894	-1.049	-1.198	-1.198	-1.128	-0.477	-1.316	-0.287	1.842	1.779	-1.316	1.427
K07724	K07724	Ner family transcriptional regulator	ner, nlp, sfsB	5	3.968		 	0.638	0.638	0.488	0.032	0.488	1.951	0.142	1.189	0.208	0.084	0.032	0.208	-0.372	-0.321	0.032	-0.015
K07726	K07726	putative transcriptional regulator	K07726	17	13.492		 	1.548	0.089	-0.061	1.285	-0.061	0.673	-0.408	1.036	-0.342	-0.467	-0.52	-0.342	-0.93	-0.142	-0.52	-0.158
K07727	K07727	putative transcriptional regulator	K07727	51	40.476		 	0.17	-0.544	-0.697	-0.402	-0.697	-0.45	-0.638	-1.052	-0.984	-0.328	-1.168	0.176	2.027	0.034	1.528	-0.217
K07729	K07729	putative transcriptional regulator	K07729	79	62.698		 	0.486	-0.941	-1.097	-0.349	0.077	-0.419	0.992	-1.469	-1.396	0.651	-1.594	0.924	1.543	1.486	1.107	-1.649
K07733	K07733	prophage regulatory protein	alpA	8	6.349		 	0.438	0.438	0.288	-0.169	0.288	1.542	-0.058	1.985	0.008	-0.117	-0.169	0.008	-0.574	-0.523	-0.169	-0.216
K07734	K07734	transcriptional regulator	paiB	3	2.381		 	0.842	0.842	0.692	0.236	0.692	0.488	0.989	0.989	0.412	0.288	0.236	1.072	-0.167	-0.116	0.236	0.189
K07735	K07735	putative transcriptional regulator	algH	14	11.111		 	0.183	1.653	0.033	-0.425	0.033	2.115	-0.314	2.352	-0.248	-0.373	-0.425	-0.248	-0.833	-0.782	-0.425	-0.473
K07738	K07738	transcriptional repressor NrdR	nrdR	109	86.508		 	-0.089	-0.089	0.061	-2.389	0.061	0.265	0.408	0.408	0.342	-2.292	0.52	0.342	0.93	0.877	0.52	0.567
K07741	K07741	anti-repressor protein	antB	19	15.079		 	0.034	0.77	-0.116	-0.575	-0.116	0.156	-0.464	-0.029	-0.398	0.583	-0.575	-0.398	-0.264	0.028	-0.575	1.582
K07742	K07742	uncharacterized protein	ylxR	97	76.984		 	0.189	0.189	0.339	0.802	0.339	-1.641	-0.429	-1.813	-1.732	-1.887	0.802	0.622	1.22	1.166	0.802	0.85
K07755	K07755	arsenite methyltransferase [EC:2.1.1.137]	AS3MT	11	8.73		map05208 Chemical carcinogenesis - reactive oxygen species	0.295	0.295	0.145	2.943	0.145	-0.059	-0.201	-0.201	-0.135	0.188	-0.312	0.342	-0.719	-0.667	-0.312	-0.36
K07778	K07778	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	desK	89	70.635		map02020 Two-component system	0.331	0.331	-1.259	0.947	-1.259	-1.481	0.834	-1.644	0.766	-1.712	0.947	0.331	1.372	1.317	0.947	-1.835
K07785	K07785	MFS transporter, NRE family, putaive nickel resistance protein	nrsD, nreB	8	6.349		map02020 Two-component system	0.438	0.438	0.288	-0.169	0.288	0.084	0.426	-0.058	0.008	-0.117	-0.169	0.008	-0.574	1.791	-0.169	-0.216
K07787	K07787	copper/silver efflux system protein	cusA, silA	15	11.905		map02020 Two-component system	0.15	0.15	0	-0.458	0	-0.204	2.294	0.097	-0.281	0.026	-0.458	2.183	-0.867	-0.815	-0.458	-0.506
K07791	K07791	anaerobic C4-dicarboxylate transporter DcuA	dcuA	34	26.984		 	1.153	1.153	-0.431	-0.895	-0.431	1.538	-0.362	1.29	-0.715	0.226	-0.895	1.196	-1.317	-1.263	-0.895	1.899
K07792	K07791	anaerobic C4-dicarboxylate transporter DcuB	dcuB	34	26.984		map02020 Two-component system	1.153	1.153	-0.431	-0.895	-0.431	1.538	-0.362	1.29	-0.715	0.226	-0.895	1.196	-1.317	-1.263	-0.895	1.899
K07793	K07793	putative tricarboxylic transport membrane protein	tctA	10	7.937		map02020 Two-component system	0.339	0.339	1.459	-0.269	0.189	-0.015	2.698	0.309	-0.092	-0.216	-0.269	-0.092	-0.675	-0.623	-0.269	-0.316
K07798	K07798	membrane fusion protein, copper/silver efflux system	cusB, silB	8	6.349		map02020 Two-component system	0.438	0.438	1.591	-0.169	0.288	0.084	-0.058	0.426	0.008	0.355	-0.169	0.008	-0.574	-0.523	-0.169	1.271
K07812	K07812	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	torZ	1	0.794		map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	1.217	1.217	1.067	0.611	1.067	1.908	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K08351	K07812	biotin/methionine sulfoxide reductase [EC:1.-.-.-]	bisC	1	0.794		map00780 Biotin metabolism,map01100 Metabolic pathways	1.217	1.217	1.067	0.611	1.067	1.908	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K09803	K07812	uncharacterized protein	K09803	1	0.794		 	1.217	1.217	1.067	0.611	1.067	1.908	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K22349	K07812	manganese oxidase [EC:1.16.3.3]	mnxG	1	0.794		 	1.217	1.217	1.067	0.611	1.067	1.908	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K07816	K07816	GTP pyrophosphokinase [EC:2.7.6.5]	E2.7.6.5	80	63.492		map00230 Purine metabolism,map01100 Metabolic pathways	-0.244	-0.956	0.062	1.092	0.623	-1.329	0.977	-0.677	-0.984	-1.551	-1.611	0.909	1.526	1.47	1.092	-1.666
K07821	K07821	trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY	torY	2	1.587		map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments	0.991	0.991	0.842	0.386	0.842	2.239	0.496	0.496	0.562	0.438	0.386	0.562	-0.016	0.034	0.386	0.339
K07862	K07862	serine/threonine transporter	sstT	69	54.762		 	-0.797	-0.797	-0.951	-1.435	0.223	0.992	-1.315	0.727	-1.244	-1.378	-1.435	-1.244	1.707	0.735	1.257	1.307
K07978	K07978	GntR family transcriptional regulator	plmA	18	14.286		 	1.517	0.061	-0.089	2.336	-0.089	-0.294	-0.437	-0.437	-0.37	-0.495	-0.548	2.052	-0.959	-0.906	-0.134	-0.596
K07979	K07979	GntR family transcriptional regulator	ytrA	58	46.032		 	0.783	-0.643	-0.796	-0.249	0.936	-1.006	-0.742	-1.154	1.229	0.964	-1.271	1.229	-1.036	1.83	1.42	-1.322
K08068	K08068	UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]	siaA, neuC1	1	0.794		map00520 Amino sugar and nucleotide sugar metabolism,map00541 O-Antigen nucleotide sugar biosynthesis,map01100 Metabolic pathways,map01250 Biosynthesis of nucleotide sugars	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	1.566
K08084	K08084	type IV fimbrial biogenesis protein FimT	fimT	11	8.73		 	0.295	0.295	0.145	-0.312	1.978	-0.059	-0.201	2.585	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	-0.36
K08086	K08086	pilus assembly protein FimV	fimV	32	25.397		 	-0.245	-0.245	-0.396	0.62	-0.396	-0.601	-0.746	1.745	-0.679	-0.805	-0.859	1.666	-1.279	-0.297	-0.46	1.945
K08093	K08093	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	hxlA	26	20.635	Formaldehyde assimilation, ribulose monophosphate pathway	map00030 Pentose phosphate pathway,map00680 Methane metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01230 Biosynthesis of amino acids	0.598	1.312	-0.279	-0.741	1.476	-0.018	-0.629	-0.629	-0.562	-0.688	-0.741	1.804	-0.226	0.801	-0.741	-0.789
K08139	K08139	MFS transporter, SP family, sugar:H+ symporter	HXT	18	14.286		map04113 Meiosis - yeast	0.799	0.061	-0.089	-0.548	-0.089	-0.294	2.151	-0.437	2.052	-0.495	-0.548	1.18	-0.959	-0.906	-0.548	-0.596
K08151	K08151	MFS transporter, DHA1 family, tetracycline resistance protein	tetA	2	1.587		 	0.991	0.991	1.785	0.386	0.842	0.638	1.294	0.496	0.562	0.438	0.386	0.562	-0.016	0.034	0.386	0.339
K11957	K08151	neutral amino acid transport system ATP-binding protein	natA	2	1.587		map02010 ABC transporters	0.991	0.991	1.785	0.386	0.842	0.638	1.294	0.496	0.562	0.438	0.386	0.562	-0.016	0.034	0.386	0.339
K08152	K08152	MFS transporter, DHA1 family, multidrug resistance protein B	lmrP	17	13.492		 	0.089	0.089	0.524	-0.103	-0.061	-0.265	-0.408	-0.408	-0.342	1.465	-0.52	2.093	-0.93	0.095	-0.52	-0.567
K08153	K08153	MFS transporter, DHA1 family, multidrug resistance protein	blt	8	6.349		 	0.438	0.438	0.918	-0.169	0.288	0.084	0.426	-0.058	0.008	-0.117	-0.169	2.79	-0.574	-0.523	-0.169	-0.216
K08161	K08161	MFS transporter, DHA1 family, multidrug resistance protein	mdtG	59	46.825		 	-0.657	-0.657	-0.81	-1.286	-0.81	-1.02	-1.169	-1.169	-1.1	-1.23	-1.286	-0.67	1.877	1.462	1.405	1.457
K08162	K08162	MFS transporter, DHA1 family, multidrug resistance protein	mdtH	1	0.794		 	1.217	1.217	1.067	0.611	1.067	0.864	0.722	0.722	1.818	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K08166	K08166	MFS transporter, DHA2 family, methylenomycin A resistance protein	mmr	8	6.349		 	1.96	0.438	0.288	-0.169	0.918	0.084	-0.058	-0.058	0.008	-0.117	-0.169	0.008	1.026	-0.523	-0.169	-0.216
K08167	K08167	MFS transporter, DHA2 family, multidrug resistance protein	smvA, qacA, lfrA	19	15.079	Multidrug resistance, efflux pump QacA	 	1.487	0.034	-0.116	-0.575	-0.116	-0.321	1.273	-0.029	-0.398	-0.523	2.289	0.481	-0.986	-0.934	-0.575	-0.623
K08168	K08168	MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	tetB	8	6.349	Tetracycline resistance, efflux pump Tet38	 	0.438	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.058	2.79	-0.117	-0.169	0.978	-0.574	-0.523	-0.169	-0.216
K08170	K08170	MFS transporter, DHA2 family, multidrug resistance protein	norB, norC	15	11.905	Multidrug resistance, efflux pump NorB	 	0.15	0.15	0	-0.458	0	-0.204	-0.347	-0.347	-0.281	-0.406	-0.458	1.74	-0.488	-0.433	1.678	-0.092
K08177	K08177	MFS transporter, OFA family, oxalate/formate antiporter	oxlT	69	54.762		 	-0.797	0.629	-0.951	-0.413	-0.951	-1.163	-1.315	1.14	-1.244	-1.378	-1.435	-0.815	1.707	1.647	1.257	0.308
K08217	K08217	MFS transporter, DHA3 family, macrolide efflux protein	mef	26	20.635		 	-0.129	1.312	-0.279	0.757	-0.279	-0.485	-0.203	-0.629	-0.119	-0.688	-0.741	-0.119	-0.226	0.678	0.538	-0.789
K08218	K08218	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	ampG	41	32.54		map01501 beta-Lactam resistance	-0.395	-0.395	-0.547	1.699	-0.547	1.411	-0.899	1.57	-0.832	1.637	0.238	-0.832	-1.442	-1.386	1.309	-1.062
K08220	K08220	MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein	FLVCR, SLC49A1_2	15	11.905		 	0.15	0.15	0	-0.458	0	-0.204	-0.347	-0.347	-0.281	-0.406	-0.458	0.18	0.111	1.017	0.641	-0.506
K08221	K08221	MFS transporter, ACDE family, multidrug resistance protein	yitG, ymfD, yfmO	4	3.175		 	0.729	2.389	0.579	0.123	0.579	0.375	0.809	0.233	0.299	0.175	0.123	0.892	-0.28	-0.229	0.123	0.076
K10240	K08221	cellobiose transport system substrate-binding protein	cebE	4	3.175		map02010 ABC transporters	0.729	2.389	0.579	0.123	0.579	0.375	0.809	0.233	0.299	0.175	0.123	0.892	-0.28	-0.229	0.123	0.076
K10241	K08221	cellobiose transport system permease protein	cebF	4	3.175		map02010 ABC transporters	0.729	2.389	0.579	0.123	0.579	0.375	0.809	0.233	0.299	0.175	0.123	0.892	-0.28	-0.229	0.123	0.076
K10242	K08221	cellobiose transport system permease protein	cebG	4	3.175		map02010 ABC transporters	0.729	2.389	0.579	0.123	0.579	0.375	0.809	0.233	0.299	0.175	0.123	0.892	-0.28	-0.229	0.123	0.076
K19265	K08221	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	gpr	4	3.175		 	0.729	2.389	0.579	0.123	0.579	0.375	0.809	0.233	0.299	0.175	0.123	0.892	-0.28	-0.229	0.123	0.076
K08223	K08223	MFS transporter, FSR family, fosmidomycin resistance protein	fsr	16	12.698		 	0.119	0.119	-0.031	-0.49	-0.031	-0.236	0.063	0.063	-0.312	0.685	-0.49	0.146	-0.899	-0.847	-0.49	2.553
K08225	K08225	MFS transporter, ENTS family, enterobactin (siderophore) exporter	entS	10	7.937		 	0.339	0.339	0.189	-0.269	0.189	-0.015	2.698	0.309	-0.092	-0.216	0.59	-0.092	-0.675	-0.623	-0.269	-0.316
K08234	K08234	glyoxylase I family protein	yaeR	45	35.714		 	-0.457	-0.457	-0.608	1.628	-0.608	0.892	-0.962	-0.547	-0.894	-1.022	-1.076	-0.462	2.155	-1.453	1.628	-1.126
K08253	K08253	non-specific protein-tyrosine kinase [EC:2.7.10.2]	E2.7.10.2	18	14.286		 	1.517	0.061	-0.089	-0.548	-0.089	-0.294	2.151	-0.437	-0.37	-0.495	2.336	-0.37	-0.959	-0.906	-0.548	-0.596
K10005	K08253	glutamate transport system substrate-binding protein	gluB	18	14.286		map02010 ABC transporters	1.517	0.061	-0.089	-0.548	-0.089	-0.294	2.151	-0.437	-0.37	-0.495	2.336	-0.37	-0.959	-0.906	-0.548	-0.596
K10006	K08253	glutamate transport system permease protein	gluC	18	14.286		map02010 ABC transporters	1.517	0.061	-0.089	-0.548	-0.089	-0.294	2.151	-0.437	-0.37	-0.495	2.336	-0.37	-0.959	-0.906	-0.548	-0.596
K10007	K08253	glutamate transport system permease protein	gluD	18	14.286		map02010 ABC transporters	1.517	0.061	-0.089	-0.548	-0.089	-0.294	2.151	-0.437	-0.37	-0.495	2.336	-0.37	-0.959	-0.906	-0.548	-0.596
K16870	K08253	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	wbbL	18	14.286		map00572 Arabinogalactan biosynthesis - Mycobacterium,map01100 Metabolic pathways	1.517	0.061	-0.089	-0.548	-0.089	-0.294	2.151	-0.437	-0.37	-0.495	2.336	-0.37	-0.959	-0.906	-0.548	-0.596
K08258	K08258	staphopain A [EC:3.4.22.48]	sspB2, sspP, scpA	3	2.381		 	0.842	0.842	0.692	0.236	0.692	0.488	0.346	0.346	0.412	0.288	0.236	2.382	-0.167	-0.116	0.236	0.189
K08259	K08259	lysostaphin [EC:3.4.24.75]	lytM	13	10.317		 	0.218	0.218	1.309	-0.39	0.068	-0.136	-0.279	-0.279	-0.213	-0.338	-0.39	0.255	-0.798	-0.746	-0.39	2.833
K08281	K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	pncA	112	88.889		map00760 Nicotinate and nicotinamide metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.183	-0.183	-0.626	0.425	-0.033	0.171	0.314	0.314	0.248	-0.469	0.425	-1.79	0.833	-0.757	0.425	0.473
K08282	K08282	non-specific serine/threonine protein kinase [EC:2.7.11.1]	E2.7.11.1	68	53.968		 	0.643	-0.783	-0.379	-1.42	-0.936	-1.149	0.742	-1.3	-1.229	-1.363	1.271	-0.801	1.724	1.664	1.271	-1.472
K08289	K08289	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	purT	21	16.667	De novo purine biosynthesis, PRPP + glutamine => IMP	map00230 Purine metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites	1.432	-0.016	-0.167	-0.627	-0.167	1.847	-0.515	-0.084	1.947	1.314	-0.627	0	-1.039	-0.986	-0.627	-0.675
K08300	K08300	ribonuclease E [EC:3.1.26.12]	rne	61	48.413		map03018 RNA degradation	0.741	0.741	0.336	-0.294	-0.838	1.106	1.256	1.256	1.186	1.318	1.375	-1.128	-1.774	-1.712	-1.316	1.427
K08301	K08301	ribonuclease G [EC:3.1.26.-]	rng, cafA	62	49.206		 	0.727	0.727	0.322	-0.308	-0.852	1.091	1.241	1.241	1.171	1.304	1.36	-0.713	-1.791	-1.729	-1.33	1.412
K08303	K08303	U32 family peptidase [EC:3.4.-.-]	prtC, trhP	99	78.571		map05120 Epithelial cell signaling in Helicobacter pylori infection	-1.29	-1.29	0.3	0.761	0.3	0.505	-1.862	0.225	-1.779	0.708	-2.009	0.582	1.178	1.125	0.761	0.81
K08306	K08306	membrane-bound lytic murein transglycosylase C [EC:4.2.2.-]	mltC	21	16.667		 	-0.016	-0.016	-0.167	-0.627	-0.167	1.847	1.619	-0.515	-0.449	-0.574	-0.627	-0.449	-1.039	-0.986	-0.627	2.285
K08307	K08307	membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]	mltD, dniR	35	27.778		 	-0.297	-0.297	-0.448	1.817	-0.448	-0.194	1.683	1.683	-0.732	1.753	-0.913	-0.296	-1.336	-1.281	-0.913	-0.201
K08309	K08309	soluble lytic murein transglycosylase [EC:4.2.2.-]	slt	95	75.397		 	-1.209	-1.209	-0.812	0.84	-1.37	0.583	0.306	0.727	-1.687	0.787	-1.907	-1.687	1.26	1.206	0.84	0.889
K08310	K08310	dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]	nudB, ntpA	31	24.603	Tetrahydrofolate biosynthesis, GTP => THF	map00790 Folate biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	-0.226	-0.226	-0.377	-0.84	-0.377	1.598	-0.727	1.767	-0.66	-0.787	1.514	-0.222	0.341	-0.5	-0.84	-0.889
K08311	K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	nudH	14	11.111		map03018 RNA degradation	0.183	0.183	0.033	-0.425	0.033	2.115	-0.314	2.352	-0.248	-0.373	-0.425	-0.248	-0.833	-0.031	-0.425	-0.473
K08313	K08313	fructose-6-phosphate aldolase 1 [EC:4.1.2.-]	fsaA, mipB	16	12.698		 	0.119	0.119	0.556	1.623	-0.031	-0.236	0.063	-0.379	2.136	-0.437	-0.49	0.146	-0.899	-0.847	-0.49	-0.538
K08314	K08313	fructose-6-phosphate aldolase 2 [EC:4.1.2.-]	fsaB, talC	16	12.698		 	0.119	0.119	0.556	1.623	-0.031	-0.236	0.063	-0.379	2.136	-0.437	-0.49	0.146	-0.899	-0.847	-0.49	-0.538
K08317	K08317	hydroxycarboxylate dehydrogenase A [EC:1.1.1.-]	hcxA	11	8.73		 	0.295	0.295	0.145	2.943	0.752	-0.059	-0.201	-0.201	-0.135	-0.26	-0.312	0.342	-0.719	-0.667	-0.312	-0.36
K08320	K08320	(d)CTP diphosphatase [EC:3.6.1.65]	nudG	40	31.746		map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism	1.051	-0.38	-0.531	-0.997	-0.531	1.428	1.176	1.588	1.513	0.597	-0.602	0.351	-1.425	-1.014	0.255	-1.046
K08321	K08321	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]	lsrF	1	0.794		map02024 Quorum sensing	1.217	1.217	1.067	0.611	2.171	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K10555	K08321	AI-2 transport system substrate-binding protein	lsrB	1	0.794		map02010 ABC transporters,map02024 Quorum sensing	1.217	1.217	1.067	0.611	2.171	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K10556	K08321	AI-2 transport system permease protein	lsrC	1	0.794		map02010 ABC transporters,map02024 Quorum sensing	1.217	1.217	1.067	0.611	2.171	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K10557	K08321	AI-2 transport system permease protein	lsrD	1	0.794		map02010 ABC transporters,map02024 Quorum sensing	1.217	1.217	1.067	0.611	2.171	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K10558	K08321	AI-2 transport system ATP-binding protein	lsrA, ego	1	0.794		map02010 ABC transporters,map02024 Quorum sensing	1.217	1.217	1.067	0.611	2.171	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K11531	K08321	lsr operon transcriptional repressor	lsrR	1	0.794		map02024 Quorum sensing,map02026 Biofilm formation - Escherichia coli	1.217	1.217	1.067	0.611	2.171	0.864	0.722	0.722	0.787	0.663	0.611	0.787	0.21	0.26	0.611	0.564
K08325	K08325	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	yqhD	15	11.905		map00640 Propanoate metabolism,map01100 Metabolic pathways	0.15	0.15	0	-0.458	1.795	0.743	-0.347	-0.347	-0.281	-0.406	-0.458	-0.281	-0.867	-0.815	-0.458	2.629
K08363	K08363	mercuric ion transport protein	merT	4	3.175		 	0.729	0.729	0.579	0.123	0.579	1.598	0.233	0.809	0.299	0.175	0.123	0.892	-0.28	-0.229	0.123	0.076
K08364	K08364	periplasmic mercuric ion binding protein	merP	52	41.27		 	-0.559	-0.559	0.465	1.512	1.023	1.237	-1.067	1.39	-0.998	1.055	-1.183	-0.998	-0.069	-0.873	1.512	-1.233
K08365	K08365	MerR family transcriptional regulator, mercuric resistance operon regulatory protein	merR	12	9.524		 	0.255	0.255	0.105	0.081	0.105	0.869	-0.242	0.214	-0.175	-0.3	-0.352	1.091	0	0.057	-0.352	0.026
K08369	K08369	MFS transporter, putative metabolite:H+ symporter	ydjE	28	22.222		 	1.269	1.269	-0.32	-0.782	-0.32	-0.525	1.837	1.837	-0.603	-0.729	1.982	-0.162	-1.199	-1.146	-0.782	-0.83
K08372	K08372	putative serine protease PepD [EC:3.4.21.-]	pepD	46	36.508		map02020 Two-component system	0.956	0.956	-0.623	-1.092	-0.623	-0.831	1.485	1.074	1.412	-1.038	1.611	-0.909	-1.526	-1.47	0.155	1.666
K08483	K08483	phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]	ptsI	112	88.889		map02060 Phosphotransferase system (PTS)	-0.183	-0.183	-0.033	0.425	-0.033	0.171	-1.92	0.314	0.248	-2.469	0.425	0.248	0.833	0.782	0.425	0.473
K11189	K08483			112	88.889			-0.183	-0.183	-0.033	0.425	-0.033	0.171	-1.92	0.314	0.248	-2.469	0.425	0.248	0.833	0.782	0.425	0.473
K08587	K08587	clostripain [EC:3.4.22.8]	cloSI	2	1.587		 	0.991	0.991	0.842	0.386	0.842	0.638	0.496	2.036	0.562	0.438	0.386	0.562	-0.016	0.034	0.386	0.339
